ID,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Industry_Status,Occupation_Status,Race,Hispanic_Origin,Martial_Status,Household_Status,Household_Summary,Citizenship,Birth_Country,Birth_Country (Father),Birth_Country (Mother),Tax_Status,Gains,Losses,Dividends,Income_Status,Income
TRAIN_02393,1,1,10,20,0,31,267,67,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02394,25,0,4,20,52,34,56,66,71,81,119,119,127,218,218,218,263,0,0,0,267,967
TRAIN_02395,20,0,4,20,40,34,56,66,71,82,101,120,127,218,218,218,262,0,0,0,267,650
TRAIN_02396,51,0,9,20,52,34,57,66,71,81,119,119,127,218,218,218,263,7298,0,0,269,2026
TRAIN_02397,34,1,5,20,52,33,60,66,71,81,119,119,127,218,228,218,263,0,0,200,268,1710
TRAIN_02398,26,1,9,19,44,36,60,66,76,262,89,119,127,218,218,218,262,0,0,0,268,1020
TRAIN_02399,45,0,4,23,7,32,62,66,71,81,119,119,127,218,218,218,263,0,0,0,268,1200
TRAIN_02400,60,0,4,20,0,31,267,66,71,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_02401,34,1,11,19,52,34,62,69,71,81,121,121,130,251,251,251,263,0,0,0,268,0
TRAIN_02402,42,0,11,20,52,29,56,66,71,81,119,119,127,218,218,218,263,0,0,0,267,1100
TRAIN_02403,49,1,6,20,52,34,57,67,71,81,121,121,127,218,218,218,263,0,0,0,268,721
TRAIN_02404,31,1,4,19,52,37,52,66,71,81,119,119,127,218,218,218,263,0,1485,40,267,900
TRAIN_02405,58,0,6,19,52,43,52,66,71,81,119,119,127,218,218,218,263,0,0,60,268,900
TRAIN_02406,49,0,13,19,52,43,51,67,71,82,119,119,127,218,218,218,264,0,0,0,267,715
TRAIN_02407,49,1,3,19,39,36,52,66,71,83,89,119,127,218,267,218,262,0,0,0,268,687
TRAIN_02408,54,1,11,19,52,42,51,69,71,262,96,124,128,229,229,229,262,0,0,0,268,500
TRAIN_02409,40,1,9,19,52,33,51,66,71,84,89,119,127,218,218,218,262,0,0,0,268,718
TRAIN_02410,32,1,9,20,52,49,53,66,77,81,119,119,127,218,218,218,263,0,0,0,268,1250
TRAIN_02411,11,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,267,0
TRAIN_02412,45,1,4,25,49,63,63,66,71,81,121,121,127,218,218,218,263,0,0,0,268,500
TRAIN_02413,21,1,9,20,6,37,54,66,71,262,90,120,127,218,218,218,262,0,0,0,268,500
TRAIN_02414,53,1,6,20,0,31,267,66,71,81,121,121,127,218,218,228,263,0,0,0,268,0
TRAIN_02415,1,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02416,29,1,6,20,52,35,60,66,71,262,89,119,127,218,218,218,262,0,0,0,268,1425
TRAIN_02417,17,0,13,20,0,42,52,67,71,262,93,123,127,218,218,218,261,0,0,0,268,800
TRAIN_02418,34,0,9,20,52,46,53,66,71,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_02419,78,1,4,20,0,31,267,66,71,84,89,119,127,218,218,218,261,0,0,0,268,0
TRAIN_02420,24,1,6,19,52,42,52,66,71,262,90,120,127,218,218,218,262,0,0,0,268,700
TRAIN_02421,25,0,2,19,52,30,51,66,71,262,90,120,127,218,218,218,262,0,0,0,268,500
TRAIN_02422,19,1,4,20,0,63,63,66,71,262,90,120,127,218,218,218,261,0,0,0,267,300
TRAIN_02423,36,1,4,21,2,31,267,66,71,82,119,119,127,218,218,218,261,0,0,0,267,0
TRAIN_02424,68,1,5,21,0,31,267,66,71,83,89,119,127,218,218,218,262,0,2788,0,267,0
TRAIN_02425,19,1,9,20,52,30,54,66,71,262,90,120,127,218,218,218,262,0,0,0,268,700
TRAIN_02426,3,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02427,27,1,4,20,26,29,56,66,71,81,121,121,127,218,218,218,263,0,0,0,267,465
TRAIN_02428,18,1,13,19,8,32,52,66,71,262,90,120,127,218,218,218,261,0,0,0,267,525
TRAIN_02429,43,1,9,20,52,43,59,67,71,83,89,119,127,218,218,218,262,0,0,0,267,800
TRAIN_02430,23,1,4,19,52,39,51,66,71,262,97,122,127,218,218,218,262,0,0,0,267,600
TRAIN_02431,42,1,11,20,52,34,57,66,71,81,121,121,127,218,218,218,263,0,0,0,267,976
TRAIN_02432,43,0,9,20,52,36,57,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1600
TRAIN_02433,26,1,4,20,52,37,52,66,71,81,121,121,127,218,218,218,263,0,0,2000,268,0
TRAIN_02434,47,0,4,19,52,30,62,67,71,81,121,121,127,218,218,218,263,0,0,0,267,1950
TRAIN_02435,43,1,5,20,0,35,59,67,71,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_02436,34,0,4,20,52,32,62,67,71,262,96,124,127,218,218,218,262,0,0,0,268,1100
TRAIN_02437,54,0,4,20,52,29,57,66,71,83,89,119,127,218,218,218,262,0,0,30,267,0
TRAIN_02438,46,0,5,20,52,61,53,66,71,262,89,119,127,218,218,218,262,0,0,3600,269,6500
TRAIN_02439,28,0,11,20,52,29,57,66,71,81,119,119,127,218,218,218,263,0,0,0,268,675
TRAIN_02440,28,1,9,20,52,48,52,66,71,262,89,119,127,218,218,218,262,0,0,0,267,1142
TRAIN_02441,71,1,4,21,0,31,267,66,71,262,89,119,127,218,223,267,262,0,0,0,268,0
TRAIN_02442,42,1,6,20,36,37,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,800
TRAIN_02443,8,0,10,20,0,31,267,67,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02444,24,1,3,20,52,27,51,66,71,262,90,120,127,218,218,218,262,0,0,0,267,475
TRAIN_02445,18,1,13,20,28,30,51,66,71,262,90,120,127,218,218,218,262,0,0,0,268,465
TRAIN_02446,59,0,16,20,52,37,59,67,71,81,119,119,130,267,267,267,263,0,0,0,268,1400
TRAIN_02447,31,0,2,20,52,34,57,66,71,262,96,124,127,218,218,218,262,0,0,0,268,800
TRAIN_02448,28,0,9,20,52,33,60,66,71,81,119,119,127,218,218,218,263,0,0,0,268,700
TRAIN_02449,21,1,9,19,30,36,52,66,71,262,90,120,127,218,218,218,262,0,0,0,268,575
TRAIN_02450,40,0,6,23,52,29,60,66,71,81,119,119,127,218,218,218,263,0,0,0,269,0
TRAIN_02451,15,1,7,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02452,42,0,3,19,52,40,54,66,71,81,119,119,127,218,218,218,263,0,0,125,267,0
TRAIN_02453,23,0,2,20,40,34,56,66,71,81,119,119,127,218,218,218,263,0,0,0,267,500
TRAIN_02454,48,1,4,20,52,29,56,66,71,84,89,119,127,218,218,218,262,0,0,0,268,725
TRAIN_02455,12,0,10,20,0,31,267,66,71,262,104,122,127,218,218,218,261,0,0,0,268,0
TRAIN_02456,49,0,9,20,52,36,62,66,71,81,119,119,127,218,218,240,263,7298,0,0,267,1200
TRAIN_02457,42,0,14,20,52,46,64,66,71,81,121,121,128,240,240,240,263,0,0,0,268,0
TRAIN_02458,42,1,4,20,52,29,57,67,71,81,121,121,127,218,218,218,263,0,0,0,268,900
TRAIN_02459,51,1,9,19,52,33,52,66,71,81,121,121,127,218,218,218,263,0,0,289,267,1500
TRAIN_02460,5,0,10,20,0,31,267,66,74,262,93,123,128,250,250,250,261,0,0,0,267,0
TRAIN_02461,27,1,9,20,34,37,60,66,71,262,89,119,130,267,267,267,262,0,0,0,267,1800
TRAIN_02462,31,1,4,19,52,29,57,66,71,81,121,121,127,218,218,218,263,0,0,0,268,600
TRAIN_02463,36,0,13,20,52,34,57,66,71,81,119,119,127,218,218,218,263,0,0,0,267,1375
TRAIN_02464,38,0,12,19,52,48,60,66,71,81,119,119,127,218,218,218,263,0,0,6,267,3000
TRAIN_02465,34,1,3,19,52,33,60,66,71,83,119,119,127,218,218,218,264,0,0,0,268,1811
TRAIN_02466,13,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02467,38,0,7,20,0,31,267,70,75,81,119,119,129,222,222,222,261,0,0,0,268,0
TRAIN_02468,74,0,2,21,0,31,267,66,71,83,89,119,127,218,218,218,261,0,0,0,268,0
TRAIN_02469,34,1,4,20,52,43,52,66,71,82,89,119,127,218,218,218,262,0,0,0,267,425
TRAIN_02470,50,0,9,19,52,34,57,66,71,81,121,121,127,218,267,267,263,0,0,0,268,0
TRAIN_02471,39,0,9,19,52,28,59,66,71,81,119,119,127,218,218,218,263,0,0,100,268,0
TRAIN_02472,35,1,7,20,52,29,56,66,74,81,121,121,128,255,255,255,263,0,0,0,267,700
TRAIN_02473,17,0,13,26,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02474,28,0,4,21,0,31,267,67,71,83,98,122,127,218,218,218,261,0,0,0,268,0
TRAIN_02475,25,1,6,20,52,33,60,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_02476,16,0,13,20,0,31,267,66,76,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02477,21,0,17,20,15,33,52,67,71,262,90,120,127,218,218,218,262,0,0,0,268,500
TRAIN_02478,67,0,9,20,0,31,267,66,71,84,89,119,127,218,218,218,262,0,0,900,268,0
TRAIN_02479,42,0,6,23,52,29,56,66,71,83,89,119,127,218,218,218,262,3325,0,0,268,1335
TRAIN_02480,23,1,4,20,52,33,52,66,72,83,101,120,128,219,219,219,262,0,0,0,267,700
TRAIN_02481,11,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,267,0
TRAIN_02482,18,0,13,20,40,27,51,66,71,262,90,120,127,218,218,218,262,0,0,0,268,470
TRAIN_02483,5,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,267,0
TRAIN_02484,41,1,9,19,15,36,51,66,71,81,121,121,127,218,218,218,263,0,0,0,268,650
TRAIN_02485,44,0,4,20,52,39,51,66,71,262,119,119,127,218,218,218,264,0,0,0,267,865
TRAIN_02486,30,0,6,20,52,35,58,66,71,81,119,119,127,218,218,218,263,0,0,0,268,1400
TRAIN_02487,53,0,4,20,52,30,54,66,71,262,89,119,127,218,218,218,262,0,0,0,268,550
TRAIN_02488,35,1,12,19,52,47,59,66,71,84,89,119,127,218,218,218,262,0,0,0,268,0
TRAIN_02489,9,1,10,20,0,31,267,67,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02490,23,0,4,20,52,30,51,66,71,262,90,120,127,218,218,218,262,0,0,0,268,700
TRAIN_02491,79,0,4,21,0,31,267,66,71,84,89,119,127,218,218,218,262,0,0,0,267,0
TRAIN_02492,53,0,3,20,52,47,57,66,72,83,89,119,130,219,219,219,262,0,0,0,267,1100
TRAIN_02493,24,0,4,19,52,34,56,66,71,262,89,119,127,218,218,218,262,0,0,0,268,820
TRAIN_02494,81,1,2,20,0,31,267,66,71,84,89,119,127,218,267,267,261,0,0,0,268,0
TRAIN_02495,25,0,13,20,36,43,62,66,73,86,96,124,128,221,221,221,262,0,0,0,267,450
TRAIN_02496,46,1,9,19,52,39,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,886
TRAIN_02497,34,0,3,19,52,61,52,66,71,262,89,119,127,218,218,218,262,0,0,0,268,1400
TRAIN_02498,47,1,4,20,52,34,62,67,71,81,119,119,127,218,218,218,263,0,0,0,268,1000
TRAIN_02499,39,1,6,20,52,37,54,66,71,83,89,119,127,218,218,218,262,0,0,0,268,900
TRAIN_02500,24,1,9,19,52,43,57,66,71,83,96,124,127,218,218,218,262,0,0,0,267,435
TRAIN_02501,23,1,9,19,52,42,51,66,71,81,121,121,127,218,218,218,263,0,0,0,268,600
TRAIN_02502,31,0,4,25,28,30,54,66,71,262,96,124,127,218,218,218,262,3674,0,0,268,825
TRAIN_02503,52,0,3,23,52,36,52,66,75,81,121,121,129,222,222,222,263,0,0,0,267,0
TRAIN_02504,29,1,15,19,52,36,60,66,71,81,121,121,127,218,218,218,263,0,0,25,267,1350
TRAIN_02505,59,1,3,25,52,39,53,66,71,81,119,119,127,218,218,218,263,0,0,0,268,1400
TRAIN_02506,44,1,4,20,52,30,57,66,71,81,121,121,127,218,218,218,263,0,0,300,268,915
TRAIN_02507,46,0,12,20,52,35,53,66,71,81,119,119,127,218,218,218,263,0,0,350,267,1550
TRAIN_02508,26,1,4,19,52,37,52,66,71,262,90,120,127,218,218,218,262,0,0,0,267,740
TRAIN_02509,27,0,4,19,52,61,57,66,73,81,119,119,128,221,221,221,263,0,0,0,268,0
TRAIN_02510,45,1,4,20,52,29,59,66,71,82,89,119,127,218,218,218,262,0,0,0,268,0
TRAIN_02511,74,1,2,20,0,31,267,67,71,84,98,122,127,218,218,218,261,0,0,0,268,0
TRAIN_02512,32,1,4,21,0,31,267,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_02513,25,0,4,20,52,34,56,66,71,81,121,121,127,218,218,218,263,0,0,0,267,775
TRAIN_02514,38,0,4,20,52,34,56,66,71,83,96,124,127,218,218,218,262,0,0,50,267,2200
TRAIN_02515,53,0,12,20,52,35,52,69,71,81,121,121,130,226,226,226,263,0,0,0,268,0
TRAIN_02516,34,0,4,20,52,47,57,66,71,81,119,119,130,223,223,223,263,0,0,0,267,2141
TRAIN_02517,39,1,4,19,52,33,53,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1200
TRAIN_02518,60,0,2,21,30,31,267,66,71,81,119,119,127,218,218,218,265,0,0,0,268,0
TRAIN_02519,51,1,6,19,52,39,53,66,71,83,119,119,127,218,218,218,264,914,0,0,268,1500
TRAIN_02520,50,0,4,20,0,30,57,66,73,84,89,119,128,221,221,221,262,0,0,0,267,800
TRAIN_02521,20,0,9,20,40,32,62,66,71,262,89,119,127,218,218,218,262,0,0,0,267,750
TRAIN_02522,37,0,17,19,20,34,57,66,71,262,96,124,127,218,218,218,262,0,0,0,267,850
TRAIN_02523,20,0,4,19,52,45,62,66,71,262,90,120,127,218,218,218,262,0,0,0,267,550
TRAIN_02524,16,0,13,20,0,31,267,66,71,262,93,123,127,218,237,218,261,0,0,0,267,0
TRAIN_02525,75,1,13,20,0,31,267,67,71,84,89,119,127,218,218,218,262,0,0,0,267,0
TRAIN_02526,45,0,7,19,52,34,56,66,80,83,119,119,127,218,218,218,262,0,0,0,268,890
TRAIN_02527,24,1,12,20,46,42,59,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_02528,51,0,13,20,52,29,61,67,71,81,119,119,127,218,218,218,263,0,1628,0,268,770
TRAIN_02529,29,0,14,20,28,46,64,66,76,81,119,119,128,221,221,221,263,0,0,0,267,550
TRAIN_02530,42,1,6,19,52,43,52,66,71,81,121,121,127,218,218,218,263,0,0,0,267,750
TRAIN_02531,1,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02532,50,1,4,19,52,43,51,67,71,83,89,119,127,218,218,218,262,0,0,0,268,910
TRAIN_02533,54,1,4,23,52,29,56,66,71,81,121,121,127,218,218,218,263,0,0,0,267,650
TRAIN_02534,37,0,6,19,52,34,61,66,71,81,119,119,127,218,218,218,263,0,0,0,268,1300
TRAIN_02535,50,0,6,20,52,29,60,67,71,81,108,122,127,218,218,218,263,0,0,0,268,0
TRAIN_02536,41,0,2,19,52,61,56,66,73,81,121,121,128,221,221,221,263,0,0,0,268,1100
TRAIN_02537,43,1,12,19,52,48,52,66,71,83,119,119,127,218,218,218,262,0,0,443,268,1600
TRAIN_02538,60,1,3,20,0,31,267,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_02539,19,1,4,20,35,27,51,66,71,262,90,120,127,218,218,218,262,0,1602,0,268,0
TRAIN_02540,22,0,9,19,50,36,57,66,71,81,119,119,127,218,218,218,263,0,0,0,268,425
TRAIN_02541,29,1,12,19,52,30,59,66,72,81,121,121,130,219,219,219,263,0,0,0,268,0
TRAIN_02542,23,1,11,19,52,30,51,66,71,262,96,124,127,218,218,218,262,0,0,0,267,0
TRAIN_02543,62,1,4,20,52,29,57,67,71,84,119,119,127,218,218,218,262,0,0,0,267,800
TRAIN_02544,70,1,4,21,0,31,267,66,71,81,121,121,127,218,218,218,266,0,0,172,268,0
TRAIN_02545,47,0,6,20,52,29,54,67,71,81,119,119,127,218,218,218,263,0,0,0,268,700
TRAIN_02546,32,1,7,20,52,34,56,66,74,82,119,119,128,225,225,225,264,0,0,0,267,495
TRAIN_02547,54,1,4,19,52,30,54,66,71,81,121,121,127,218,218,218,265,0,0,0,268,800
TRAIN_02548,35,1,11,19,52,30,51,66,71,82,89,119,127,218,218,218,262,0,0,0,268,425
TRAIN_02549,20,1,3,20,30,31,267,66,71,262,96,124,127,218,218,218,262,0,0,0,268,0
TRAIN_02550,71,0,6,21,0,31,267,66,71,81,119,119,127,218,253,253,266,0,0,2500,268,0
TRAIN_02551,43,1,4,20,52,34,56,66,71,81,121,121,127,218,218,218,263,0,0,100,267,1050
TRAIN_02552,53,0,4,19,52,34,56,66,71,81,121,121,127,218,218,218,263,0,0,0,268,964
TRAIN_02553,34,1,4,19,0,30,52,66,71,81,121,121,127,218,218,218,263,0,0,0,267,0
TRAIN_02554,36,1,6,19,52,47,52,66,71,83,119,119,127,218,218,218,264,0,0,0,268,0
TRAIN_02555,0,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02556,22,0,13,19,52,30,51,67,71,262,119,119,127,218,218,218,264,0,0,0,267,510
TRAIN_02557,34,0,5,19,52,29,59,66,71,81,119,119,127,218,223,223,263,0,1977,1250,267,0
TRAIN_02558,31,1,13,19,52,46,52,66,71,83,119,119,127,218,218,218,264,0,0,0,268,550
TRAIN_02559,67,1,2,21,0,31,267,67,71,81,121,121,127,218,218,218,265,0,0,0,268,0
TRAIN_02560,28,0,4,20,52,30,51,66,71,81,119,119,127,218,218,218,263,0,0,150,267,500
TRAIN_02561,19,1,13,19,30,27,51,66,71,81,95,120,127,218,218,218,263,0,0,0,268,0
TRAIN_02562,31,1,9,19,52,30,51,66,71,82,119,119,127,218,218,218,264,0,0,400,267,425
TRAIN_02563,27,1,4,20,51,43,56,66,71,262,99,124,127,218,218,218,262,0,0,0,268,0
TRAIN_02564,37,1,9,19,52,27,60,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1200
TRAIN_02565,50,0,9,19,26,30,54,66,71,81,121,121,127,218,218,218,263,0,0,500,268,1784
TRAIN_02566,19,1,4,20,52,30,57,66,71,81,119,119,127,218,218,218,263,0,0,0,268,500
TRAIN_02567,35,0,4,20,52,40,54,66,71,81,119,119,127,218,218,218,263,5178,0,0,268,0
TRAIN_02568,33,0,9,19,52,32,59,66,71,81,119,119,127,218,267,218,263,0,0,0,267,0
TRAIN_02569,20,0,9,20,32,42,51,66,74,262,90,120,128,255,255,255,262,0,0,0,268,0
TRAIN_02570,32,0,4,20,20,40,62,66,71,81,119,119,127,218,218,218,263,0,0,0,268,750
TRAIN_02571,83,0,4,20,15,41,59,66,71,84,89,119,127,218,228,228,262,0,0,4000,267,0
TRAIN_02572,39,1,5,19,52,30,52,66,71,81,121,121,128,267,267,267,263,0,0,0,267,1200
TRAIN_02573,16,1,13,20,0,31,267,67,71,262,106,122,127,218,218,218,261,0,0,0,268,0
TRAIN_02574,1,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02575,33,1,9,20,20,42,52,66,71,81,121,121,127,218,267,218,263,0,0,0,267,425
TRAIN_02576,75,1,11,21,0,31,267,66,71,84,89,119,127,218,218,218,262,2964,0,2709,268,0
TRAIN_02577,36,0,4,20,52,34,57,66,71,83,89,119,127,218,218,218,262,0,0,0,268,800
TRAIN_02578,32,0,11,20,52,30,61,66,71,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_02579,16,0,13,20,52,31,267,66,71,262,93,123,127,218,218,218,262,0,0,200,267,0
TRAIN_02580,66,1,7,20,0,31,267,67,71,262,102,122,127,218,218,218,261,0,0,0,268,0
TRAIN_02581,30,0,4,20,50,43,57,66,71,262,90,120,127,218,218,218,262,0,0,0,268,1700
TRAIN_02582,20,0,4,20,40,34,57,66,71,262,90,120,127,218,218,218,262,0,0,0,268,575
TRAIN_02583,2,1,10,20,0,31,267,66,71,262,93,123,128,221,239,221,261,0,0,0,267,0
TRAIN_02584,33,0,4,20,52,61,57,66,76,83,119,119,127,218,221,221,264,0,0,0,267,1700
TRAIN_02585,41,1,9,19,52,35,60,67,71,81,121,121,127,218,218,218,263,0,0,10,269,850
TRAIN_02586,6,0,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02587,58,0,8,20,52,30,51,66,72,81,119,119,130,219,219,219,263,0,0,0,267,0
TRAIN_02588,39,0,4,19,52,37,52,66,71,262,89,119,127,218,218,218,262,0,0,0,268,0
TRAIN_02589,52,0,6,20,52,41,60,66,71,81,119,119,127,218,218,218,263,0,1902,0,269,0
TRAIN_02590,46,0,13,20,52,29,56,67,71,84,89,119,127,218,218,218,262,0,0,0,268,1200
TRAIN_02591,28,0,6,19,40,43,52,66,71,262,89,119,128,244,244,244,262,0,0,0,268,1600
TRAIN_02592,31,1,12,23,52,30,52,67,71,262,119,119,127,218,218,218,264,0,0,0,268,600
TRAIN_02593,56,1,4,20,0,31,267,66,71,81,121,121,127,218,218,218,263,0,0,0,267,0
TRAIN_02594,21,1,4,19,3,30,54,66,71,81,121,121,127,218,218,218,263,0,0,0,267,570
TRAIN_02595,33,0,4,20,52,30,61,66,71,262,89,119,127,218,218,218,262,0,0,1000,268,1550
TRAIN_02596,3,1,10,20,0,31,267,66,71,262,93,123,127,218,218,218,261,0,0,0,268,0
TRAIN_02597,34,1,4,19,27,46,64,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_02598,25,0,12,19,52,30,59,66,73,81,119,119,127,218,218,218,263,0,0,0,268,0
TRAIN_02599,24,0,12,20,52,43,62,66,71,262,89,119,127,218,218,218,262,0,0,60,268,0
TRAIN_02600,45,1,3,19,52,39,51,66,77,81,121,121,128,235,235,235,263,0,0,0,267,0
TRAIN_02601,34,0,6,22,0,36,60,66,71,262,96,124,127,218,267,218,261,0,0,0,268,0
TRAIN_02602,24,1,6,19,50,33,60,66,71,262,89,119,127,218,218,218,262,0,0,0,268,1450
TRAIN_02603,35,1,4,20,0,31,267,67,71,86,119,119,127,218,218,218,261,0,0,0,267,0
TRAIN_02604,50,0,9,19,52,34,56,66,71,81,119,119,127,218,218,218,263,7688,0,0,269,0
TRAIN_02605,72,1,4,19,52,35,59,66,71,84,98,122,127,218,218,218,262,0,1668,0,268,750
TRAIN_02606,36,0,2,22,52,32,57,66,71,81,119,119,127,218,218,218,261,0,0,0,268,0
TRAIN_02607,19,1,9,19,45,36,52,66,71,262,107,125,127,218,218,218,262,0,0,0,268,425
TRAIN_02608,25,0,4,23,52,34,57,66,71,83,89,119,127,218,218,218,262,8614,0,0,268,1600
TRAIN_02609,40,1,4,20,24,37,59,66,71,81,121,121,127,218,218,218,263,0,0,40,268,1100
TRAIN_02610,29,0,6,20,52,48,60,66,71,262,90,120,127,218,218,218,262,0,0,0,268,525
TRAIN_02611,18,1,9,20,52,30,51,66,73,262,90,120,128,221,221,221,262,0,0,0,268,500
TRAIN_02612,47,0,11,19,24,32,57,66,71,83,89,119,127,218,218,218,262,0,0,0,268,1125
TRAIN_02613,23,0,4,19,43,47,62,67,71,262,90,120,127,218,218,218,262,0,0,0,268,600
TRAIN_02614,27,0,11,19,50,42,56,66,74,82,98,122,128,267,267,267,262,0,0,0,268,750
TRAIN_02615,52,1,4,19,52,47,59,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_02616,36,0,4,20,48,34,56,67,71,81,119,119,127,218,218,218,263,5178,0,0,267,1350
TRAIN_02617,54,0,13,20,52,30,61,66,71,81,119,119,127,218,218,218,263,0,0,0,268,1225
TRAIN_02618,11,1,10,20,0,31,267,66,72,262,93,123,127,218,219,219,261,0,0,0,268,0
TRAIN_02619,90,0,2,20,0,31,267,66,71,84,119,119,127,218,218,218,264,0,0,0,268,0
TRAIN_02620,18,1,13,21,12,35,60,66,73,262,90,120,128,221,221,221,262,0,0,0,268,0
TRAIN_02621,40,0,4,23,52,34,56,66,71,81,119,119,127,218,218,218,263,0,0,225,268,1243
TRAIN_02622,83,1,2,21,0,31,267,66,73,262,89,119,128,221,221,221,261,0,0,0,267,0
TRAIN_02623,29,0,3,23,50,36,56,66,71,81,119,119,127,218,218,218,263,0,0,0,267,1042
TRAIN_02624,2,1,10,20,0,31,267,66,71,262,106,122,127,218,218,218,261,0,0,0,267,0
TRAIN_02625,31,1,9,20,52,29,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1300
TRAIN_02626,34,1,3,20,52,39,53,66,71,83,89,119,127,218,218,218,262,0,0,0,268,836
TRAIN_02627,24,1,13,20,52,30,51,66,71,262,89,119,127,218,218,218,262,0,0,0,268,0
TRAIN_02628,30,1,6,20,52,43,54,66,71,262,96,124,127,218,218,218,262,0,0,1,268,900
TRAIN_02629,44,1,4,23,52,45,53,66,71,83,119,119,127,218,218,218,264,0,0,0,268,0
TRAIN_02630,36,0,3,19,49,30,61,66,71,262,89,119,127,218,218,218,262,0,0,0,267,800
TRAIN_02631,24,0,4,20,40,43,51,66,71,81,119,119,127,218,218,218,263,0,0,0,267,650
TRAIN_02632,23,1,6,20,45,30,51,66,71,262,90,120,127,218,218,218,262,0,0,0,268,300
TRAIN_02633,37,1,9,25,52,30,54,66,74,81,121,121,128,255,255,255,263,0,0,0,268,860
TRAIN_02634,53,1,4,19,52,30,52,66,71,81,119,119,127,218,218,218,263,0,0,0,268,730
TRAIN_02635,25,0,3,20,52,61,57,66,71,81,121,121,127,218,218,218,263,0,0,0,268,1000
TRAIN_02636,37,1,6,19,52,33,60,66,71,81,119,119,127,218,267,244,263,4386,0,0,268,0
TRAIN_02637,48,1,13,20,0,31,267,67,71,262,89,119,127,218,218,218,261,0,0,0,267,0
TRAIN_02638,31,1,4,20,52,29,56,67,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_02639,41,1,4,19,52,29,56,66,71,81,119,119,127,218,218,218,263,0,0,0,268,500
TRAIN_02640,25,1,9,20,16,36,52,66,71,81,121,121,127,218,218,218,263,0,0,0,268,0
TRAIN_02641,77,1,4,20,0,31,267,67,71,84,119,119,127,218,218,218,261,0,0,0,268,0
TRAIN_02642,39,1,3,19,17,30,59,66,71,81,121,121,127,218,218,218,263,0,0,0,268,550
TRAIN_02643,44,0,6,23,52,39,52,66,71,262,89,119,127,218,218,218,262,0,0,0,268,0
TRAIN_02644,38,0,2,19,52,30,51,66,73,262,89,119,128,221,221,221,262,0,0,0,267,550
TRAIN_02645,35,1,4,19,52,39,57,66,71,81,121,121,127,218,218,218,263,0,0,6800,268,0
TRAIN_02646,35,1,9,20,20,31,267,66,71,81,95,120,127,218,218,218,263,0,0,0,268,0
TRAIN_02647,42,0,4,20,52,34,56,66,71,83,89,119,127,218,218,218,262,0,0,0,267,550
TRAIN_02648,36,1,9,20,0,30,54,66,71,81,121,121,127,218,218,218,263,0,0,0,268,425
TRAIN_02649,19,1,9,20,48,36,52,66,71,262,90,120,127,218,218,218,262,0,0,0,268,800
TRAIN_02650,23,0,6,19,26,46,53,66,71,262,89,119,127,218,218,223,262,0,0,0,268,0
TRAIN_02651,62,0,4,21,0,31,267,66,71,83,89,119,127,218,218,218,261,0,0,0,268,0
